accceptance_code
Issue of Reviewed Data for Return to Vendor
Issue of Vendor Data for Review
Issue of Vendor Data to Contractor
Issued for Action
Issued for Award
Issued for Client Approval
Issued for Client Review
Issued for Construction
Issued for Detail Design
Issued for Detailing
Issued for Enquiry
Issued for Fabrication
Issued for Handover
Issued for HAZOP
Issued for Information
Issued for Internal Review
Issued for Material Oder
Issued for Reference
Issued for Signature
Issued for Use
